Title,Video_length,Video_link,Likes,Views,Publish_date,Comments,Video_length_seconds
Quick Paper analysis of JEE MAIN 2023| 24-1-23(Session -1)Toughness & weightage of different chapter,01:17,https://www.youtube.com/watch?v=TjW6NG86Fw8,680,23940,2023-01-24,93,77
All the best for JEE main 2023| 24 January morning shift| 1st day 1st show,00:12,https://www.youtube.com/watch?v=HOfQ_PVD9SI,998,26361,2023-01-24,74,12
Avoid These Mistakes 🚫🚫❌❌ in IIT JEE Main 2023 (Jan attempt) by Mohit Tyagi #jeemains2023,01:52,https://www.youtube.com/watch?v=fVS067X_6m0,643,10830,2023-01-23,98,112
Yash Agarwal- Messed up in Mains  I Competishun CATS & CHAMP 2022 I AIR 7863  I #mohittyagi #shorts,01:38,https://www.youtube.com/watch?v=Nlz6jWmFvb4,283,9303,2023-01-22,46,98
JEE Mains Admit Card 2023: Explained All IMPORTANT Instructions | Documents To Carry | ABJ Sir,06:08,https://www.youtube.com/watch?v=nfD779FU-Zw,3293,120424,2023-01-21,555,368
Important short-cut for Set Related Probability question for IIT JEE Mains 2023  exam sessions 1 & 2,08:40,https://www.youtube.com/watch?v=QieEUHrVACo,535,11131,2023-01-21,36,520
10 MOST IMPORTANT REACTIONS OF NCERT | Riya Ma'am,08:44,https://www.youtube.com/watch?v=3tjDLQY_jus,259,4934,2023-01-20,19,524
🔥 FREE Open Test for JEE Main 2023 First Session | MY JEE Test-II |Must Attempt Before JEE Main Exam,02:18,https://www.youtube.com/watch?v=VUAfYhQocjM,372,8452,2023-01-19,85,138
🚀 Announcing the MOST Effective EARLY ONLINE/OFFLINE Batches For IIT- JEE 2024 🔥🔥 | Mohit Tyagi Sir,17:32,https://www.youtube.com/watch?v=emNfB7Xj1Q8,214,10310,2023-01-19,115,1052
🔥🔥 JEE Main 2023 Latest Update | Admit Card | Practical Exam | Exam City Information,01:35,https://www.youtube.com/watch?v=TtSOqrf5dik,587,20731,2023-01-18,357,95
IMPORTANT REACTIONS | Must Watch Before JEE Main Exam | Qualitative Analysis | Riya Ma'am,08:56,https://www.youtube.com/watch?v=3e8xGXn9vIo,191,4712,2023-01-14,31,536
Very Important concept through Previous Years Question for IIT JEE Main 2023 |Most probable Ques PYQ,09:41,https://www.youtube.com/watch?v=f8h7nanJd34,646,13099,2023-01-13,75,581
How To Make CORRECTION in JEE Mains Application Form | JEE Main 2023,02:27,https://www.youtube.com/watch?v=sPARU19QvCk,278,27297,2023-01-13,149,147
IMPORTANT Experimental Concepts of Chemistry | Must Watch Before JEE Main 2023 Exam! |,22:57,https://www.youtube.com/watch?v=Ls34ToEbotc&pp=0gcJCYsJAYcqIYzv,232,4442,2023-01-12,51,1377
🚀 Announcing the Most Effective Early STAR Batch For IIT- JEE 2025 🔥🔥 | Mohit Tyagi Sir,09:49,https://www.youtube.com/watch?v=St-LB9MRwOU,147,6769,2023-01-09,105,589
Ayush Mishra Jumped 6000+ rank from Mains to Advanced,01:04,https://www.youtube.com/watch?v=wQV7ggnqU-A,191,5416,2023-01-09,34,64
JEE Main 2023 | Last Moment How to do inorganic revision by Alok Sir | ALK Sir,01:32,https://www.youtube.com/watch?v=eik-Jz1JV34,437,8965,2023-01-07,39,92
Man Vs God 2 | Can you figure this out | Infinite Solution of a series upto Infinity,02:31,https://www.youtube.com/watch?v=tMgJAq3gyUo,933,20539,2023-01-07,142,151
🚀 BEST ONLINE COURSE For XI to XII Moving Students | Target JEE MAIN and ADVANCED 2024 | PRAKHAR-I 🔥,26:58:00,https://www.youtube.com/watch?v=yTfL3VPxUG8,294,11472,2023-01-06,146,97080
I met the revolutionary IITian Abhishek Dhandharia of About films | IITians making big in Movies,17:07,https://www.youtube.com/watch?v=edGrQGNVGiM,348,7053,2023-01-03,36,1027
"🚀 MOST Effective, Personalized & Systematic DROPPER BATCH For IIT JEE 2024 🔥🔥 | Mohit Tyagi",20:34,https://www.youtube.com/watch?v=xOf1StCqWb0,438,20164,2023-01-01,358,1234
Think Different Podcast with Web-Series Director Abhishek Dhandharia of IIT-K | Trailer | ABJ Sir,00:30,https://www.youtube.com/watch?v=Tr4O9SwUhDQ,250,6309,2023-01-01,47,30
🔥 Announcing 𝗩𝗜𝗝𝗘𝗧𝗔 COURSE For Class XII CBSE BOARD by TOP FACULTIES! | #cbseboard2022_23,09:01,https://www.youtube.com/watch?v=vvnDk7EOfpo,120,5666,2023-01-01,43,541
Do This- जीत पक्की है  !!! 75 Criteria For JEE Mains 2023 | MUST WATCH | ABJ Sir,07:46,https://www.youtube.com/watch?v=0fRa-1q-Ug0,953,19473,2022-12-26,287,466
Man Vs God | Top JEE Advanced Batch students playing trick | Can you solve this? | #mohittyagi,01:09,https://www.youtube.com/watch?v=_N9JOeQSeak,2990,96798,2022-12-25,433,69
WBJEE 2023 Application Form | WBJEE Form Fill up 2023 | WBJEE Registration 2023,04:51,https://www.youtube.com/watch?v=dqSTeyJz6WI,666,28819,2022-12-23,242,291
JEE Main 2023 Documents Required | GEN-EWS | OBC-NCL | Declaration Form | Improvement | Corrections,11:57,https://www.youtube.com/watch?v=rCiYB1LzvXo,641,27523,2022-12-23,390,717
We Demand | Remove 75% Criteria From #jeemain2023 | Postpone JEE,03:53,https://www.youtube.com/watch?v=Kp0dwnt1rRA,2251,32173,2022-12-17,1128,233
Only Rank Producing Crash Course For JEE Main | Best Crash Course For JEE Main 2023 First Attempt,13:07,https://www.youtube.com/watch?v=8SRAYuHzK-A&pp=0gcJCYsJAYcqIYzv,722,23122,2022-12-16,360,787
Shivam Dubey shares deep insights into JEE Advanced prep from CATS of Competishun,02:18,https://www.youtube.com/watch?v=yzokfD-deyA&pp=0gcJCYsJAYcqIYzv,38,1257,2022-12-16,5,138
JEE Main Form Fill up 2023 | JEE Main 2023 Application Form | JEE Main 2023 Registration,15:08,https://www.youtube.com/watch?v=dwnC0Vmtoo0,4140,205014,2022-12-16,1176,908
ABJ sir (IIT Delhi) wants you to achieve your best potential | QnA with Top Offline batch,04:38,https://www.youtube.com/watch?v=w47Ex1Gznbw&pp=0gcJCYsJAYcqIYzv,512,8761,2022-12-15,39,278
Announcing JEET SETU 2 | A Bridge Course For JEE/NEET | Neeraj Saini Sir,06:42,https://www.youtube.com/watch?v=nozksfoYIl8,82,3171,2022-12-15,8,402
Best strategy to solve JEE Main and Advanced Exam #askCompetishun,01:55,https://www.youtube.com/watch?v=pjbn-cc7xAs,258,4995,2022-12-15,43,115
Kota : The blunder of our lives | Must watch for JEE NEET Aspirant's Parents | Mohit Tyagi| JEE 2023,32:42:00,https://www.youtube.com/watch?v=MGrPu22HnE8,1122,22547,2022-12-14,216,117720
How To COMPLETE Class XI & XII Syllabus Effectively From Our YouTube Channel | JEE 2023/24 | ABJ Sir,10:55,https://www.youtube.com/watch?v=lIQyWOC7vGA,1734,50426,2022-12-14,165,655
Legendary IITian wants you to Sleep Well | the habit that will get Under 100 in JEE Main & Advanced,01:58,https://www.youtube.com/watch?v=GxIq1O_tLhI,553,11170,2022-12-14,49,118
Anmol Kumar Sharma from Mathura improved his Maths for JEE and perfected his exam strategy,01:17,https://www.youtube.com/watch?v=jn4z1IXnN9s,147,3987,2022-12-13,13,77
"JEE Main 2023 Strategy | Every action should add value to your Rank, otherwise its a wasted effort",01:45,https://www.youtube.com/watch?v=mibksGqPUIA&pp=0gcJCYsJAYcqIYzv,479,7810,2022-12-13,78,105
Not able to solve easy Organic Questions? Here's the solution by Organic Chemistry Acharya NS Sir,02:27,https://www.youtube.com/watch?v=2qWjEN8dWBM,234,5519,2022-12-13,15,147
Don't waste a single second now | Rank under 1000 in JEE 2023 | #askcompetishun,01:54,https://www.youtube.com/watch?v=beNgfezckJw,612,12287,2022-12-12,62,114
99 Percentile in JEE Main using Fastlane as strategy | Right way to execute for Serious aspirants,01:34,https://www.youtube.com/watch?v=QrryNmhkQrQ,711,21444,2022-12-12,138,94
Mohit Tyagi sir rejects this question from #askCompetishun session,01:05,https://www.youtube.com/watch?v=S-T_cCAhJYs&pp=0gcJCYsJAYcqIYzv,483,15669,2022-12-12,124,65
JEE Rank under 1000 even after 120 Lectures backlog? Is it Possible | Mohit Tyagi,01:49,https://www.youtube.com/watch?v=3SEnv2_DBBE,756,17948,2022-12-11,64,109
Sarthak Warade jumped 1200 JEE rank from Main to Advanced with help of Team Competishun,01:42,https://www.youtube.com/watch?v=Bp0POVV-b3s,131,4484,2022-12-11,27,102
ABJ sir (IIT Delhi) bashing Times of India and Zee News over JEE Dates,03:34,https://www.youtube.com/watch?v=Wyk3hhfUaWg,775,14082,2022-12-11,90,214
Amit Bijarnia Sir taking Funny QnA from JEE Top Offline Batch,02:15,https://www.youtube.com/watch?v=U6NsfUEOMkk,992,20222,2022-12-09,103,135
Mohit Tyagi sir warns about this Telegram Habit in #askCompetishun doubt session,01:19,https://www.youtube.com/watch?v=Hf2el4bjZxM,488,17412,2022-12-08,93,79
Legendary IITian ABJ Sir wants you to build this habit for JEE 2023 in 62 secs,01:02,https://www.youtube.com/watch?v=5kUedtZSqnE,909,15477,2022-12-08,69,62
How To Concentrate On Studies For Long Hours | Simple Tips to Focus On Studies | ABJ Sir | JEE 2023,07:38,https://www.youtube.com/watch?v=OXDVp4ddxOA&pp=0gcJCYsJAYcqIYzv,2718,50527,2022-12-07,328,458
JEE Prep Vs Winters | What should we do | #askcompetishun,02:08,https://www.youtube.com/watch?v=iVME5EPFX_I,624,10078,2022-12-07,60,128
Syllabus for JEE is 80-90% Complete? Do this to boost IIT Rank | Mohit Sir launches Iconic CATS,01:07,https://www.youtube.com/watch?v=WOa5byhskPo&pp=0gcJCYsJAYcqIYzv,385,12473,2022-12-06,96,67
MT Sir helps to not be anxious for JEE Dates  #askcompetishun,01:19,https://www.youtube.com/watch?v=nVEgK1lXAEw,262,6835,2022-12-06,40,79
"Mohit Sir answers the most asked doubt in JEE 2023 : ""JEE Date Kab hai sir""",01:36,https://www.youtube.com/watch?v=hUx3KwEhNqA,474,13108,2022-12-05,138,96
Class Notes are the best notes for JEE Mains,01:04,https://www.youtube.com/watch?v=kLgZ6sqsVns,455,8516,2022-12-05,159,64
Do this to your Phone right now.,01:04,https://www.youtube.com/watch?v=ynbeyQFhLw8&pp=0gcJCYsJAYcqIYzv,1018,19477,2022-12-04,163,64
Inside IIT Bombay,05:16,https://www.youtube.com/watch?v=nL8GUwfaSUo,776,19147,2022-12-03,259,316
Is Study Material sufficient to crack Jee 2023?,03:40,https://www.youtube.com/watch?v=tP6PXwBaMdc&pp=0gcJCYsJAYcqIYzv,456,13669,2022-12-03,118,220
Checklist and Helpline before Jee Mains Exam Date 2023!,03:09,https://www.youtube.com/watch?v=ALKMbTGNZo4,559,11768,2022-12-02,156,189
IIT-JEE TOP 100 Rank - Study Material Details | Are you on the right path?,02:30,https://www.youtube.com/watch?v=pFfNLSLj1o8,1522,60306,2022-11-30,180,150
Taarak Mehta ya Web Series dekhne se JEE Preparation par kya farak padega? | Mohit Tyagi Sir answers,10:45,https://www.youtube.com/watch?v=Mr9UFC3lKto,391,9077,2022-11-29,113,645
Kam time me lectures kaise complete kare? | Get answers to your queries from Sir Mohit Tyagi,10:58,https://www.youtube.com/watch?v=PwFnV1ZXlq8,550,13913,2022-11-28,94,658
JEE Preparation late start karne pe bhi selection ho sakta hai kya? | Mohit Tyagi Sir answers doubts,09:02,https://www.youtube.com/watch?v=_a0_lvwTEqU,292,6006,2022-11-28,70,542
Kya ek Weak Subject aapka JEE Selection dooba sakta hai? | Mohit Sir answers students' video doubts,12:13,https://www.youtube.com/watch?v=HTXx51nFpLs,283,6505,2022-11-27,92,733
Announcing 𝗝𝗘𝗘𝗧-𝗦𝗘𝗧𝗨 2023 | A Bridge Course For JEE/NEET | Mohit Tyagi,14:43,https://www.youtube.com/watch?v=1qwhvF_Vahc,189,5900,2022-11-27,78,883
Pre-Boards ke saath JEE Mains ki Preparation kaise manage kare? | Mohit Tyagi Sir answer your doubts,08:59,https://www.youtube.com/watch?v=nkYPDBfG6VE,270,7084,2022-11-26,83,539
Most POWERFUL Motivation For IIT-JEE / NEET | ABJ Sir,04:55,https://www.youtube.com/watch?v=FiaLAgM_Xgw,1685,25526,2022-11-26,219,295
JEE expected date kya hai sir? | Mohit Tyagi Sir tackles personal fears and doubts of JEE aspirants,09:09,https://www.youtube.com/watch?v=PQd-vWbuQ0w,581,12122,2022-11-25,168,549
Mohit Tyagi answers video Doubts of students personally | Must watch for JEE Main Aspirants,05:05,https://www.youtube.com/watch?v=PdLDIyDQYTs,347,7996,2022-11-24,93,305
Legendary IITian bets his life on this JEE Main 2023 Prep Strategy | #askcompetishun | #mohittyagi,01:04,https://www.youtube.com/watch?v=seFDQjvhgX4,1251,23973,2022-11-24,169,64
YouTube Video Doubt Answers by #mohittyagi for JEE Mains and Advanced Prep 2023,05:52,https://www.youtube.com/watch?v=iSvzjtiCFzI,273,6314,2022-11-24,81,352
After how long should I look at the solution of a question JEE Main Advanced 2023  #mohittyagi,03:47,https://www.youtube.com/watch?v=Q9C-QvLgBf4,453,9179,2022-11-23,77,227
Physics All Chapter Score Calculation for JEE Mains 2023 by ABJ Sir | #MohitTyagi,07:25,https://www.youtube.com/watch?v=EF1elFKhtK4,660,15007,2022-11-23,162,445
Inorganic Chemistry All Chapters score calculation JEE 2023 | #mohittyagi,05:49,https://www.youtube.com/watch?v=X5esqkpq2Qc,331,9187,2022-11-21,114,349
Physical Chemistry All Chapters score tracking | JEE 2023 #MohitTyagi,05:38,https://www.youtube.com/watch?v=_1nwCbekQ3Q,609,11197,2022-11-21,175,338
JEE 2023 Video Doubt Series #MohitTyagi #AskCompetishun | Create your video & get ans from IITians,10:26,https://www.youtube.com/watch?v=6YEWgY19Kvo,327,7380,2022-11-19,95,626
As Promised by Mohit Tyagi Sir | JEE 2023 Youtube Video Doubts by Students | Kaun Banega IITian 1,10:19,https://www.youtube.com/watch?v=j-c7spM0XFU,724,12390,2022-11-19,145,619
Biggest Gift For All JEE/NEET 2023 Aspirants | True Revolution | Use #mohittyagi #askCompetishun,02:21,https://www.youtube.com/watch?v=rGYbJ9OZAqc,965,19689,2022-11-16,327,141
Can JEE aspirants utilize 100% of their time? (Fast 2 Step Strategy ) | JEE Main 2023 | #MohitTyagi,05:14,https://www.youtube.com/watch?v=7HFewuUDQbs,1484,25704,2022-11-14,748,314
Crack JEE 2024 (XI to XII moving students) | Do full syllabus in 1 year | JEE 2024 Prep| Mohit Tyagi,49:20:00,https://www.youtube.com/watch?v=bBB5Zr7RQg0,1296,44022,2022-11-12,375,177600
Best Revision Course 🔥 For JEE Main 2023 | CHAMP-2023 | Mohit Tyagi Sir,20:13,https://www.youtube.com/watch?v=SkzCu-Ljmb8,1804,383726,2022-11-02,505,1213
JEE 2023 Expected Date | Mohit Tyagi IITian explains JEE checklist,06:57,https://www.youtube.com/watch?v=rtn1ut72x2I,3154,65528,2022-10-31,780,417
JEE MAIN 2023 Biggest Course Ever | Mohit Tyagi | Crash Course Trailer | IC3 | Revision Revolution,02:05,https://www.youtube.com/watch?v=5BoLz1ryrBQ,1142,24003,2022-10-29,348,125
JEE Main 2023 Organic Chemistry | JEE Prep level | Track your Rank | Mohit Tyagi Organic Chemistry,05:33,https://www.youtube.com/watch?v=mWwHZlMoaKw,323,8722,2022-10-28,139,333
Mission JEE 2023 Resumes| Give your best in next 6 Months | Mohit Tyagi Mathematics | JEE Main 2023,01:39,https://www.youtube.com/watch?v=Oq3_Lk2MF6g,1304,20105,2022-10-25,200,99
Deepawali Poojan at Competishun office| Wishing you all a very happy and prosperous Diwali,01:26,https://www.youtube.com/watch?v=MbS-mIkzADw&pp=0gcJCYsJAYcqIYzv,450,5748,2022-10-24,70,86
JEE 2023 Maths Preparation level Meter | Track your preparedness level | Mohit Tyagi,06:38,https://www.youtube.com/watch?v=mbNDA8ScLvo,755,15659,2022-10-23,162,398
JEE Main 2023 | Should You Study Or Enjoy Holidays?  November Strategy for Toppers | Mohit Tyagi,02:29,https://www.youtube.com/watch?v=2XSM6SrcmMM,652,10723,2022-10-22,557,149
Dates of Physical Reporting in NITs | Online Reporting | Fee Payment | Rohit Sir,09:32,https://www.youtube.com/watch?v=3ATklQoYn1s,245,7854,2022-10-21,138,572
🎤 Success Mantra From JEE Advanced 2022 Topper (AIR-254) | Tulasi Ashok | MT Sir,07:49,https://www.youtube.com/watch?v=N2a_ZoXNNOE,618,16574,2022-10-20,67,469
Dates of Physical Reporting in IITs | Online Reporting | Fee Payment | Rohit Sir,09:55,https://www.youtube.com/watch?v=jU5tYQvOOj0,165,4879,2022-10-20,126,595
🎤 Success Mantra From JEE Advanced 2022 Topper (AIR-393) | Saksham Saldi | Alok Kumar Sir,06:01,https://www.youtube.com/watch?v=0a6ZzJmFLFo,179,5584,2022-10-19,28,361
Partial Admission FEE In JoSAA 2022 | Rohit Sir,07:17,https://www.youtube.com/watch?v=hU-DjbuSiC8&pp=0gcJCYsJAYcqIYzv,398,11854,2022-10-19,256,437
🏏Competishun Cricket League-2022 | 🏆 #CCL2022 | Team Competishun,01:42,https://www.youtube.com/watch?v=nq4Qj9m--Ow&pp=0gcJCYsJAYcqIYzv,406,10170,2022-10-18,73,102
JEE 2023 Preparation Ruined? Can I Still CRACK JEE Mains | DETAILED STRATEGY & ROADMAP | Mohit Tyagi,01:02:12,https://www.youtube.com/watch?v=Ipzh_KeL8m0,3682,552430,2022-10-16,933,3732
🎤 Success Mantra From JEE Advanced 2022 Topper (AIR-215) | Harshit Srivastava | Study Tips | MT Sir,22:13,https://www.youtube.com/watch?v=_PxdndJllUI,827,20063,2022-10-15,78,1333
🎤 Success Mantra From JEE Advanced 2022 Topper (AIR-495) | Dhruv Malhotra | Alok Kumar Sir,10:18,https://www.youtube.com/watch?v=mk6wULVrHoM,484,12248,2022-10-14,47,618
JEE Adv. 2022 Topper Interview (AIR-531) Abheek Gera (Mohit Sir)| Is YouTube sufficient 4 Selection?,35:04:00,https://www.youtube.com/watch?v=Rn57IGz7ing&pp=0gcJCYsJAYcqIYzv,1320,35811,2022-10-13,216,126240
🎤 Success Mantra From JEE Advanced 2022 Topper (AIR-770) | Subhankar Banerjee | Alok Kumar Sir,13:39,https://www.youtube.com/watch?v=-34G9FgM4iE,525,12827,2022-10-12,81,819
🎤 Can a Dropper Get Top Rank In JEE Advanced ? | Must Watch For All JEE & NEET Aspirants | MT Sir,13:42,https://www.youtube.com/watch?v=SWs4w057QFg,1839,46025,2022-10-11,212,822
JoSAA Counselling 2022: Offline Reporting-Complete Procedure | Rohit Sir,19:25,https://www.youtube.com/watch?v=uDmlqgry-yc&pp=0gcJCYsJAYcqIYzv,1553,45992,2022-10-10,403,1165
🏆 जयघोष (JaiGhosh) 2022  | JEE Advanced 2022 Result Success Celebration | Competishun,01:21:20,https://www.youtube.com/watch?v=jqIGfNkm00M,561,17856,2022-10-07,126,4880
🏆 जयघोष (JaiGhosh)-2022 | Day-1 Celebration | JEE Advanced 2022,01:15:27,https://www.youtube.com/watch?v=z-gYjvFNatw,845,23998,2022-10-05,117,4527
🏆 जयघोष (JaiGhosh) - TEASER-Day-2 🏆 | IIT JEE Advanced 2022 Results- Success Celebration ✌️ | Day-2,02:35,https://www.youtube.com/watch?v=37US26PhTEk&pp=0gcJCYsJAYcqIYzv,510,10957,2022-10-04,72,155
🏆 जयघोष (JaiGhosh) - TEASER 🏆 | IIT JEE Advanced 2022 Results- Success Celebration ✌️ | Day-1,06:30,https://www.youtube.com/watch?v=MnoE2qAQA4I,1208,198126,2022-10-03,121,390
Hypnotism at Jaighosh competishun,03:19,https://www.youtube.com/watch?v=fJqNQky6zc8,443,10959,2022-10-02,68,199
JoSAA 2022: Seat Withdraw | Exit Option | Fee Refund | Rohit sir,18:20,https://www.youtube.com/watch?v=xXfS1T_ywxE,597,26935,2022-09-29,312,1100
"🚀 MOST Effective,  Personalized & Systematic Dropper Batch For IIT JEE 2023 🔥🔥 | ABJ Sir",10:25,https://www.youtube.com/watch?v=vScFnvuQNsQ,1764,515358,2022-09-28,152,625
JoSAA 2022: What To Do After Round 2 Result | Rohit Sir,05:48,https://www.youtube.com/watch?v=KEsym1baWG8&pp=0gcJCYsJAYcqIYzv,648,17198,2022-09-28,210,348
JoSAA 2022: What To Do After Seat Acceptance,05:42,https://www.youtube.com/watch?v=cWwIrmFX4LI,548,22189,2022-09-25,284,342
JoSAA Seat Acceptance 2022 | Complete Procedure | Rohit Sir,38:43:00,https://www.youtube.com/watch?v=80JpJQEib7M,866,23839,2022-09-23,505,139380
What To Do After Mock 2 Result ? | JoSAA Counselling 2022,07:18,https://www.youtube.com/watch?v=zekDPCp6RoE,416,11123,2022-09-20,183,438
JoSAA Counselling Mock Seat Allocation 1 Released | JoSAA Counselling 2022 | ROHIT SONI,07:52,https://www.youtube.com/watch?v=dtfsE6OzX8c,700,25824,2022-09-18,690,472
🔥🔥 CSAB Counselling 2022 | Eligibility | Registration | Fee Payment | Documents | Choice Filling,42:18:00,https://www.youtube.com/watch?v=PCtQnlq9tTo,2125,65334,2022-09-15,694,152280
JoSAA Counselling 2022: B Tech vs B Tech M Tech Dual and B Tech vs BS | Praveen Agrawal Sir,17:05,https://www.youtube.com/watch?v=AJ227q76ZrU,667,24665,2022-09-15,181,1025
Know Your College IIT-Kanpur | Academics | Campus | Placements | Branch Change Rules,22:03,https://www.youtube.com/watch?v=1j13bePyDws,469,16982,2022-09-14,181,1323
Should I DROP For JEE 2023 Now? | ABJ Sir,11:38,https://www.youtube.com/watch?v=HLIID-DDIUI,1403,187893,2022-09-13,340,698
JoSAA Choice Filling 2022 | Complete Procedure Step by Step | Team Competishun,06:11,https://www.youtube.com/watch?v=L7dqplOGL-Y,539,18361,2022-09-12,156,371
🤘Competishun Rocks...!!!  In JEE Advanced 2022 Result...🏆 Power of Real Gurus💪,45:17:00,https://www.youtube.com/watch?v=IXhsO0FFRlI,1046,37400,2022-09-11,290,163020
JoSAA 2022 Complete Counselling Process by ABJ Sir,50:10:00,https://www.youtube.com/watch?v=afEH5Cuy9Dc&pp=0gcJCYsJAYcqIYzv,3456,80278,2022-09-10,810,180600
New Batch Announcement | Target JEE Main 2023 | My-PRABAL-III | Competishun | Rajat Jain Sir,12:57,https://www.youtube.com/watch?v=PrDK2MKtv50&pp=0gcJCYsJAYcqIYzv,416,90302,2022-09-06,101,777
JoSAA Counselling Documents Required 2022 Complete List,17:28,https://www.youtube.com/watch?v=o1CYkNnW0vE,1381,41913,2022-09-06,288,1048
🥳 Celebrating Teacher's Day 2022 | Team Competishun,04:08,https://www.youtube.com/watch?v=eIt9Z0LtTXE,753,10828,2022-09-05,272,248
IIST Admission Process 2022 | Important Dates | Courses | Fee | Placement | Cutoff | Seat Matrix,18:15,https://www.youtube.com/watch?v=IQbY8YSKYNk,1179,43075,2022-09-05,193,1095
